,sentence,topic,sentiment,tokens,dataset
193,"nếu được , nên giành thời gian làm đồ án tại giờ thực hành , không cần phải về nhà làm .",1,0,"['giành', 'đồ_án', 'thực_hành']",train
194,thầy sửa bài còn chưa kỹ .,0,0,"['thầy', 'sửa', 'kỹ']",train
195,cần có đề cương môn học rõ ràng .,1,0,"['đề_cương', 'môn_học', 'rõ_ràng']",train
196,"cho thêm bài tập về nhà , đề tài thuyết trình bằng tiếng anh , bài viết .",1,0,"['bài_tập', 'đề_tài', 'thuyết_trình', 'tiếng', 'viết']",train
197,"nên chia thành nhiều phần để đánh giá sinh viên chứ không tập trung vào cuối kỳ doubledot 50% giành cho kiến thức cơ bản, một hình thức nào đó để buộc sinh phải có kiến thức về dotnet nắm về nguyên lý của nó , về cách tổ chức , cách thiết kế và sử dụng .",1,0,"['chia', 'thành', 'sinh_viên', 'kỳ', 'doubledot', '50', 'giành', 'kiến_thức', 'cơ_bản', 'hình_thức', 'buộc', 'sinh', 'kiến_thức', 'dotnet', 'nắm', 'nguyên_lý', 'tổ_chức', 'thiết_kế']",train
198,thầy và cô thường có những lời khuyên định hướng tương lai .,0,2,"['thầy', 'khuyên', 'định_hướng', 'tương_lai']",train
199,tăng cường chất lượng phòng học .,2,0,"['tăng_cường', 'chất_lượng', 'phòng', 'học']",train
200,"giảng viên truyền đạt tận tâm , dễ hiểu .",0,2,"['giảng_viên', 'truyền_đạt', 'tận_tâm']",train
201,"thầy nên chia nhóm theo ngành , để các bạn có thể trả lời những câu hỏi sâu về ngành mình đang thuyết trình , ngành mình đang học .",0,0,"['thầy', 'chia', 'ngành', 'trả_lời', 'câu', 'sâu', 'ngành', 'thuyết_trình', 'ngành', 'học']",train
202,"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi .",0,2,"['thầy', 'dạy', 'nhiệt_tình', 'cung_cấp', 'kiến_thức', 'thầy', 'dạy', 'sôi_nổi']",train
203,"phòng máy xài chuột bi đã cũ , khó di chuyển , phần mềm lỗi thời .",2,0,"['phòng', 'máy', 'xài', 'chuột', 'bi', 'cũ', 'di_chuyển', 'phần_mềm', 'lỗi_thời']",train
204,cô rất hay .,0,2,[],train
205,"giáo viên dạy hay , nhiệt tình và cập nhật các kiến thức bên ngoài vào trong bài giảng .",0,2,"['giáo_viên', 'dạy', 'nhiệt_tình', 'cập_nhật', 'kiến_thức', 'giảng']",train
206,"giảng viên gây hứng thú cho sinh viên với bài giảng của mình , vui vẻ , thân thiện với sinh viên .",0,2,"['giảng_viên', 'hứng_thú', 'sinh_viên', 'giảng', 'vui_vẻ', 'thân_thiện', 'sinh_viên']",train
207,tận tình giúp đở sinh viên .,0,2,"['tận_tình', 'giúp', 'đở', 'sinh_viên']",train
208,nâng cao chất lượng phòng học .,2,0,"['nâng', 'chất_lượng', 'phòng', 'học']",train
209,liên hệ thực tế đến các môn lập trình .,1,0,"['liên_hệ', 'môn', 'lập_trình']",train
210,thầy rất nhiệt tình và có thể có giảng lại cả chương khi lớp không hiểu .,0,2,"['thầy', 'nhiệt_tình', 'giảng', 'chương', 'lớp']",train
211,thầy chia sẻ cho chúng em những kiến thức bổ ích .,0,2,"['thầy', 'kiến_thức', 'bổ_ích']",train
212,"kiểm chứng phần mềm là một môn học khó , nên thực hành cần phải liên hệ thường xuyên với giáo viên , phải được gặp giáo viên hướng dẫn thường xuyên .",1,0,"['kiểm_chứng', 'phần_mềm', 'môn_học', 'thực_hành', 'liên_hệ', 'thường_xuyên', 'giáo_viên', 'giáo_viên', 'hướng_dẫn', 'thường_xuyên']",train
213,"giọng cô nhỏ , không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được .",0,0,"['giọng', 'giảng_đường', 'buồn_ngủ']",train
214,"cần đặt mục tiêu rõ ràng nhất từ môn học và môn học cần được học ở sinh viên năm nhất , vì lúc vào sinh viên còn rất ngỡ ngàng với các khoa và các môn học sẽ học vì thế nên học trước để tạo tâm lý , cũng như sinh viên phải biết mình cần làm gì , tạo nên sự chủ động trong học tập và làm việc .",1,0,"['mục_tiêu', 'rõ_ràng', 'môn_học', 'môn_học', 'học', 'sinh_viên', 'sinh_viên', 'ngỡ_ngàng', 'khoa', 'môn_học', 'học', 'học', 'tâm_lý', 'sinh_viên', 'chủ_động', 'học_tập', 'làm_việc']",train
215,"thầy dạy hay , nhiều kiến thức mở rộng , được học trên slide tiếng anh .",0,2,"['thầy', 'dạy', 'kiến_thức', 'mở_rộng', 'học', 'slide', 'tiếng']",train
216,"cách giảng dạy đơn giản , ngắn gọn nhưng dễ tiếp thu .",0,2,"['giảng_dạy', 'đơn_giản', 'ngắn_gọn', 'tiếp_thu']",train
217,"giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .",0,0,"['giảng_viên', 'nghỉ', 'dạy', 'kiến_thức', 'truyền_đạt', 'sinh_viên']",train
218,thầy dạy rất tốt cứ tiếp tục phát huy ạ !,0,2,"['thầy', 'dạy', 'phát_huy']",train
219,"thầy rất nhiệt tình , tậm tâm , có mở rộng rất nhiều kiến thức thực tế , thực tiễn bên ngoài xã hôi , hướng dẫn và chỉ cho sinh viên các phương pháp học cụ thể tốt nhất .",0,2,"['thầy', 'nhiệt_tình', 'tậm', 'tâm', 'mở_rộng', 'kiến_thức', 'thực_tiễn', 'xã', 'hôi', 'hướng_dẫn', 'sinh_viên', 'phương_pháp', 'học']",train
220,"giáo viên nhiệt tình , tâm huyết , vui tính .",0,2,"['giáo_viên', 'nhiệt_tình', 'tâm_huyết', 'vui_tính']",train
221,thầy đi bài giảng hơi nhanh .,0,0,"['thầy', 'đi', 'giảng', 'hơi']",train
222,thêm nhiều kiến thức ngoài mới .,1,2,['kiến_thức'],train
223,"theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên .",2,0,"['môn_học_sinh_viên', 'lap', 'bài_tập', 'ổ_cắm', 'phòng', '2', 'ổ', 'đáp_ứng', 'nhu_cầu', 'dạy', 'học', 'giảng_viên', 'lẫn', 'sinh_viên']",train
224,"thay vì giờ thực hành hình thức 1 lại seminar lại học lý thuyết , không gây một chút hứng thú nào cho sinh viên , vì sinh viên đã quá nhàm chán với lý thuyết trong một học kỳ .",1,0,"['thay_vì', 'thực_hành', 'hình_thức', '1', 'seminar', 'học', 'lý_thuyết', 'một_chút', 'hứng_thú', 'sinh_viên', 'sinh_viên', 'nhàm_chán', 'lý_thuyết', 'học_kỳ']",train
225,"thầy giảng dạy nhiệt tình , tận tụy hết mình vì công việc .",0,2,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'tận_tụy', 'hết_mình', 'công_việc']",train
226,nhiệt tình giúp đỡ .,0,2,"['nhiệt_tình', 'giúp_đỡ']",train
227,"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",0,2,"['giảng_viên', 'dạy', 'tận_tâm', 'nhiệt_tình']",train
228,hoặc cô có thể cung cấp trực tiếp slide tiếng anh để sinh viên học .,0,0,"['cung_cấp', 'slide', 'tiếng', 'sinh_viên', 'học']",train
229,chấm thi kém .,0,0,"['chấm', 'thi', 'kém']",train
230,cần được tăng cường thực hành và traning thêm môn học .,1,0,"['tăng_cường', 'thực_hành', 'traning', 'môn_học']",train
231,bài tập trên lớp .,1,1,"['bài_tập', 'lớp']",train
232,giảng viên dạy hơi nhanh .,0,0,"['giảng_viên', 'dạy', 'hơi']",train
233,ngôn ngữ thực hành các bài lab của từng bộ môn nên được trang bị trước cho sinh viên .,1,0,"['ngôn_ngữ', 'thực_hành', 'lab', 'bộ_môn', 'trang_bị', 'sinh_viên']",train
234,thầy dạy rất hay dễ hiểu và tiết học rất vui .,0,2,"['thầy', 'dạy', 'tiết', 'học', 'vui']",train
235,"thầy rất tận tâm trong giảng dạy , sử dụng các thiết bị phục vụ bài giảng rất hiệu quả , định hướng các công việc cụ thể cho sinh viên trong tương lai , tạo tâm lý tự tin , thoải mái , truyền cảm hứng cho sinh viên .",0,2,"['thầy', 'tận_tâm', 'giảng_dạy', 'thiết_bị', 'phục_vụ', 'giảng', 'hiệu_quả', 'định_hướng', 'công_việc', 'sinh_viên', 'tương_lai_tạo', 'tâm_lý', 'tự_tin', 'thoải_mái', 'truyền_cảm_hứng', 'sinh_viên']",train
236,"giảng viên vui vẻ , nhiệt tình .",0,2,"['giảng_viên', 'vui_vẻ', 'nhiệt_tình']",train
237,"giảng viên hoà đồng , vui tính giúp giờ học đỡ buồn ngủ và lôi kéo sinh viên thích thú nghe giảng .",0,2,"['giảng_viên', 'hoà_đồng', 'vui_tính', 'giúp', 'học', 'đỡ', 'buồn_ngủ', 'lôi_kéo', 'sinh_viên', 'thích_thú', 'giảng']",train
238,"nhiệt tình với sinh viên , tư tưởng thoải mái .",0,2,"['nhiệt_tình', 'sinh_viên', 'tư_tưởng', 'thoải_mái']",train
239,giáo viên tận tình chỉ bảo .,0,2,"['giáo_viên', 'tận_tình', 'chỉ_bảo']",train
240,"nhiệt tình , dễ hiểu , bài tập khá đều đặn .",0,2,"['nhiệt_tình', 'bài_tập', 'đều_đặn']",train
241,"thời gian hợp lý , thái độ thoải mái .",1,2,"['hợp_lý', 'thái_độ', 'thoải_mái']",train
242,em thấy ổn ạ .,3,1,['ổn'],train
243,thầy nhiệt tình với sinh viên .,0,2,"['thầy', 'nhiệt_tình', 'sinh_viên']",train
244,thầy rất nhiệt tình và tân tâm với sinh viên .,0,2,"['thầy', 'nhiệt_tình', 'tân', 'tâm', 'sinh_viên']",train
245,thầy dạy quá chi tiết với đồ án thầy hướng dân hết rồi không có gì để làm nữa .,0,0,"['thầy', 'dạy', 'chi_tiết', 'đồ_án', 'thầy', 'hướng', 'dân']",train
246,nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,1,0,"['viết', 'tiểu_luận', '2', 'tuần', 'courses', 'sinh_viên', 'thực_tập']",train
247,cung cấp kiến thức bổ ích .,0,2,"['cung_cấp', 'kiến_thức', 'bổ_ích']",train
248,giảng viên dạy hay và sôi nổi .,0,2,"['giảng_viên', 'dạy', 'sôi_nổi']",train
249,"cô rất nhiệt tình , bài giảng dễ hiểu .",0,2,"['nhiệt_tình', 'giảng']",train
250,giáo viên chưa chủ động giảng dạy khi lên lớp .,0,0,"['giáo_viên', 'chủ_động', 'giảng_dạy', 'lên_lớp']",train
251,"thầy dạy có tâm , nhiệt tình nhưng mà nói hơi nhanh chút xíu .",0,1,"['thầy', 'dạy', 'tâm', 'nhiệt_tình', 'hơi', 'chút_xíu']",train
252,và giảng dạy khó hiểu .,0,0,['giảng_dạy'],train
253,cách ứng dụng lý thuyết vào thực tế .,0,1,"['ứng_dụng', 'lý_thuyết']",train
254,thầy dạy nhiệt tình và tâm huyết .,0,2,"['thầy', 'dạy', 'nhiệt_tình', 'tâm_huyết']",train
255,cách thầy wzjwz173 chấm điểm quá trình quá gắt .,0,0,"['thầy', 'wzjwz173', 'chấm', 'gắt']",train
256,một số bài giảng dễ buồn ngủ .,1,0,"['giảng', 'buồn_ngủ']",train
257,góp phần truyền cảm hứng cho học viên .,0,2,"['góp_phần', 'truyền_cảm_hứng', 'học_viên']",train
258,"thầy giáo cung cấp các tài liệu đọc thêm , giải đáp thắc mắc của sinh viên cũng như giảng dạy rất tận tình .",0,2,"['thầy_giáo', 'cung_cấp', 'tài_liệu', 'đọc', 'giải_đáp', 'thắc_mắc', 'sinh_viên', 'giảng_dạy', 'tận_tình']",train
259,tăng cường một số tài liệu học cơ bản .,1,0,"['tăng_cường', 'tài_liệu', 'học', 'cơ_bản']",train
260,"em thấy thầy hơi gia trưởng , em nghĩ chắc tại chúng em còn nhỏ nên cái suy nghĩ nó hơi khác thế hệ đi trước , giọng thầy hơi khó nghe .",0,0,"['thầy', 'hơi', 'gia_trưởng', 'suy_nghĩ', 'hơi', 'thế_hệ', 'đi', 'giọng', 'thầy', 'hơi']",train
261,"nếu thời gian đó , giảng viên cung cấp thêm tài liệu và hướng dẫn thêm .",0,0,"['giảng_viên', 'cung_cấp', 'tài_liệu', 'hướng_dẫn']",train
262,giảng viên đến khá trễ .,0,0,"['giảng_viên', 'trễ']",train
263,cần cho ví dụ nhiều hơn .,1,0,['ví_dụ'],train
264,phòng quá nóng và chói làm máy chiếu bị mờ .,2,0,"['phòng', 'nóng', 'chói', 'máy_chiếu', 'mờ']",train
265,bài tập cho nhiều mà giải ít .,0,0,"['bài_tập', 'giải']",train
266,"môn học khá nặng và có nhiều phần rất khó hiểu , thời gian phân bố các chương cần có sự thay đổi cho phù hợp , một số phần khá khó nhưng chỉ học trong vòng vài tiết làm sinh viên rất khó hiểu .",1,0,"['môn_học', 'phân_bố', 'chương', 'học', 'vòng', 'tiết', 'sinh_viên']",train
267,"có sự tương tác tốt , rèn được kỹ năng nghe , nói tiếng anh .",0,2,"['tương_tác', 'rèn', 'kỹ_năng', 'tiếng']",train
268,giải thích chi tiết .,0,2,"['giải_thích', 'chi_tiết']",train
269,đi dạy mà chỉ đọc slide .,0,0,"['đi', 'dạy', 'đọc', 'slide']",train
270,"thầy giảng rất dễ hiểu , tâm huyết với buổi học .",0,2,"['thầy', 'giảng', 'tâm_huyết', 'học']",train
271,luyện kỹ năng nghe và đọc nhiều hơn .,1,0,"['luyện', 'kỹ_năng', 'đọc']",train
272,"giảng dạy tốt , dễ hiểu , cho nhiều bài tập ôn luyện dễ hiểu .",0,2,"['giảng_dạy', 'bài_tập', 'ôn_luyện']",train
273,"theo thời khóa biểu là mỗi buổi 4 tiết , nhưng thầy chưa bao giờ dạy hơn 3 tiết fraction buổi , thầy hay kể chuyện kiếm hiệp trong giờ học .",0,0,"['thời', 'khóa', 'biểu', '4', 'tiết', 'thầy', 'dạy', '3', 'tiết', 'fraction', 'thầy', 'kiếm_hiệp', 'học']",train
274,bài tập phong phú .,1,2,"['bài_tập', 'phong_phú']",train
275,giảng viên giảng dạy còn khó hiểu .,0,0,"['giảng_viên', 'giảng_dạy']",train
276,đào tạo thêm về cơ chế giảng dạy .,1,0,"['đào_tạo', 'cơ_chế', 'giảng_dạy']",train
277,trình bày rất chi tiết .,0,2,"['trình_bày', 'chi_tiết']",train
278,thầy chủ động sửa bài tập trên lớp để sinh viên nắm kiến thức rõ hơn .,0,2,"['thầy', 'chủ_động', 'sửa', 'bài_tập', 'lớp', 'sinh_viên', 'nắm', 'kiến_thức']",train
279,không thực hành được buổi nào .,3,0,['thực_hành'],train
280,không được làm những chuyện riêng trong lúc dạy thực hành .,0,0,"['dạy', 'thực_hành']",train
281,cô cung cấp nhiều thông tin thực tế .,1,2,"['cung_cấp', 'thông_tin']",train
282,"nên gửi thêm nhiều kiến thức , tài liệu , bài tập hơn lên hệ thống môn học .",0,0,"['gửi', 'kiến_thức', 'tài_liệu', 'bài_tập', 'hệ_thống', 'môn_học']",train
283,giảng viên thường xuyên chia sẻ tình hình và kinh nghiệm thực tế liên quan đến môn học .,0,2,"['giảng_viên', 'thường_xuyên', 'tình_hình', 'kinh_nghiệm', 'môn_học']",train
284,em không có gì không hài lòng .,3,1,['hài_lòng'],train
285,làm bài tập nhiều mặc dù không hiểu lắm .,1,0,"['bài_tập', 'mặc_dù', 'lắm']",train
286,thầy tuyệt vời .,0,2,"['thầy', 'tuyệt_vời']",train
287,"dạy kỹ , sinh viên học cảm thấy dễ hiểu , vận dụng được nhiều kiến thức để học môn này .",0,2,"['dạy', 'kỹ', 'sinh_viên', 'học', 'vận_dụng', 'kiến_thức', 'học', 'môn']",train
288,kéo dài thời gian của buổi học 30 - 45 phút nhưng không làm buổi học thêm hiệu quả .,0,0,"['kéo_dài', 'học', '30', '45', 'phút', 'học', 'hiệu_quả']",train
289,giáo trình môn học quá mơ hồ nghèo nàn nên giảng viên cũng không biết nên dạy theo thế nào .,1,0,"['giáo_trình', 'môn_học', 'mơ_hồ', 'nghèo_nàn', 'giảng_viên', 'dạy']",train
290,"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",0,2,"['giảng_viên', 'lên_lớp', 'tận_tâm', 'sinh_viên', 'nhiệt_tình', 'giảng_dạy', 'hướng_dẫn']",train
291,"phương pháp tư duy cho sinh viên , để sinh viên tự giải quyết các vấn đề .",0,2,"['phương_pháp', 'tư_duy', 'sinh_viên', 'sinh_viên', 'giải_quyết']",train
292,"nhiệt tình , luôn quan tâm các sinh viên trong mỗi buổi dạy .",0,2,"['nhiệt_tình', 'sinh_viên', 'dạy']",train
293,"đề thi nằm ngoài mục tiêu giảng dạy quá nhiều , đề trắc nghiệm khách quan mà cho tới 5 đáp án là không hợp lý .",1,0,"['đề', 'thi', 'nằm', 'mục_tiêu', 'giảng_dạy', 'đề', 'trắc_nghiệm', 'khách_quan', '5', 'đáp_án', 'hợp_lý']",train
294,"cô dạy rất dễ tiếp thu , tận tình , giải thích rất rõ ràng .",0,2,"['dạy', 'tiếp_thu', 'tận_tình', 'giải_thích', 'rõ_ràng']",train
295,cô rất dễ thương colonhihi .,0,2,"['dễ_thương', 'colonhihi']",train
296,sự nhiệt tình chu đáo của cô .,0,2,"['nhiệt_tình', 'chu_đáo']",train
297,cô tận tình hướng dẫn chỉ bảo .,0,2,"['tận_tình', 'hướng_dẫn', 'chỉ_bảo']",train
