sentence,topic,sentiment,dataset,tokens
truyền đạt những kiến thức tốt .,0,2,train,"['truyền_đạt', 'kiến_thức']"
cô vui tính .,0,2,train,['vui_tính']
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,0,0,train,"['hướng_dẫn', 'lý_thuyết', 'bài_tập', 'mẫu', 'sinh_viên']"
cô chưa có nhiều kênh bài tập cho sinh viên .,0,0,train,"['kênh', 'bài_tập', 'sinh_viên']"
bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .,3,0,train,"['áp_dụng', 'công_thức', 'bài_tập', 'lớp', '30', 'môn_học']"
thầy dạy hơi nhanh .,0,0,train,"['thầy', 'dạy', 'hơi']"
ít hướng dẫn sinh viên trong giờ thực hành .,0,0,train,"['hướng_dẫn', 'sinh_viên', 'thực_hành']"
không thực hành được buổi nào .,3,0,train,['thực_hành']
"thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .",0,2,train,"['thầy', 'dạy', 'lý_thuyết', 'nắm_bắt', 'khả_năng', 'sinh_viên']"
"ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) .",3,1,train,"['ví_dụ', 'đề_tài', 'doubledot', 'nguyên_lý', 'cơ_bản', 'bao_gồm', '7', 'nguyên_tắc', 'bohm', '1983']"
"giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .",0,2,train,"['giáo_viên', 'nhiệt_tình', 'dạy', 'tận_tình', 'sinh_viên']"
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",0,2,train,"['tân', 'tâm', 'nhiệt_tình', 'lớp', 'lẫn']"
thầy giảng dạy tận tâm nhiệt tình .,0,2,train,"['thầy', 'giảng_dạy', 'tận_tâm', 'nhiệt_tình']"
"thầy vui tính , giảng bài dễ hiểu , nhiệt tình .",0,2,train,"['thầy', 'vui_tính', 'giảng', 'nhiệt_tình']"
thầy giáo dạy nhiệt tình .,0,2,train,"['thầy_giáo', 'dạy', 'nhiệt_tình']"
"dạy dễ hiểu , gần gũi sinh viên .",0,2,train,"['dạy', 'gần_gũi', 'sinh_viên']"
"cô dạy rất nhiệt tình và tài liệu của cô rất cụ thể dễ hiểu , cô hướng dẫn rất tận tình .",0,2,train,"['dạy', 'nhiệt_tình', 'tài_liệu', 'hướng_dẫn', 'tận_tình']"
mong thầy cố gắng trong các học kỳ sau .,0,0,train,"['mong', 'thầy', 'cố_gắng', 'học_kỳ']"
cần đưa ra nhiều ví dụ minh họa hơn .,1,0,train,"['ví_dụ', 'minh_họa']"
"giảng viên hoà đồng , vui vẻ , chỉ giảng tận tình sinh viên ham học hỏi .",0,2,train,"['giảng_viên', 'hoà_đồng', 'vui_vẻ', 'giảng', 'tận_tình', 'sinh_viên', 'ham', 'học_hỏi']"
giảng viên không dạy một tiết thực hành nào .,0,0,train,"['giảng_viên', 'dạy', 'tiết', 'thực_hành']"
không !,3,1,train,[]
nên có sự thống nhất giữa các giảng viên bộ môn trong đề cương giảng dạy .,0,0,train,"['thống_nhất', 'giảng_viên', 'bộ_môn', 'đề_cương', 'giảng_dạy']"
"có những phần kiến thức chỉ một nửa lớp được học nhưng giảng viên nghĩ là cả lớp đã học rồi nên chỉ overview , những sinh viên còn lại khó nắm được .",0,0,train,"['kiến_thức', 'nửa', 'lớp', 'học', 'giảng_viên', 'lớp', 'học', 'overview', 'sinh_viên', 'nắm']"
máy tính cập nhật nhanh hơn .,2,0,train,"['máy_tính', 'cập_nhật']"
"vui , hòa đồng , nhiệt tình .",0,2,train,"['vui', 'hòa', 'đồng', 'nhiệt_tình']"
có giúp đỡ sinh viên học tập nghiên cứu .,0,2,train,"['giúp_đỡ', 'sinh_viên', 'học_tập', 'nghiên_cứu']"
"giảng viên tận tâm , nhiệt tình , ham học hỏi .",0,2,train,"['giảng_viên', 'tận_tâm', 'nhiệt_tình', 'ham', 'học_hỏi']"
"tuy nhiên cô nên cân nhắc lại về số lượng yêu cầu đối với sinh viên để sinh viên không bị khớp vì quá nhiều dẫn đến làm qua loa cho có , như vậy thì kết quả lại không tốt .",0,0,train,"['cân_nhắc', 'số_lượng', 'sinh_viên', 'sinh_viên', 'khớp', 'qua_loa', 'kết_quả']"
"cô rất tận tâm , rất ok , em rất thích cách dạy và học của cô ( mặc dù hơi nhanh tí ) .",0,2,train,"['tận_tâm', 'ok', 'dạy', 'học', 'mặc_dù', 'hơi', 'tí']"
mong thầy và nhà trường xem xét lại những điều em vừa nói .,0,0,train,"['mong', 'thầy', 'nhà_trường', 'xem_xét_lại']"
"thầy tận tâm , nhiệt tình , tạo động lực cho sinh viên .",0,2,train,"['thầy', 'tận_tâm', 'nhiệt_tình', 'động_lực', 'sinh_viên']"
"thầy giáo tận tình , dạy kỹ , thường đưa ra câu hỏi để xem xét mức độ hiểu biết của sinh viên .",0,2,train,"['thầy_giáo', 'tận_tình', 'dạy', 'kỹ', 'câu', 'xem_xét', 'mức_độ', 'hiểu_biết', 'sinh_viên']"
cần tăng cương trao đổi giữa sinh viên và giáo viên .,1,0,train,"['cương', 'trao_đổi', 'sinh_viên', 'giáo_viên']"
nói chung là nghe không bao giờ nghe rõ được .,3,0,train,[]
cách truyền đạt của giáo viên chưa có sức hút đối với sinh viên nhiều cho lắm .,0,0,train,"['truyền_đạt', 'giáo_viên', 'sức', 'hút', 'sinh_viên', 'lắm']"
"cô giáo thân thiện dễ gần , thực hành nhiều .",0,2,train,"['cô_giáo', 'thân_thiện', 'thực_hành']"
chưa tiếp thu trọn vẹn .,0,0,train,"['tiếp_thu', 'trọn_vẹn']"
cần cải tiến trang thiết thực hành .,2,0,train,"['cải_tiến', 'trang', 'thiết_thực_hành']"
giảng kỹ hơn .,0,0,train,"['giảng', 'kỹ']"
còn hơi kéo thời gian .,0,0,train,"['hơi', 'kéo']"
có nhiều bài tập về nhà cơ bản lẫn nâng cao và giảng viên sửa bài đủ .,0,2,train,"['bài_tập', 'cơ_bản', 'lẫn', 'nâng', 'giảng_viên', 'sửa']"
thầy rất hiền và kiên trì giảng dạy cho lớp mặc dù môn học này đối với em không được hứng thú lắm .,0,0,train,"['thầy', 'hiền', 'kiên_trì', 'giảng_dạy', 'lớp', 'mặc_dù', 'môn_học', 'hứng_thú', 'lắm']"
đôi lúc giảng bài hơi nhanh .,0,0,train,"['đôi', 'giảng', 'hơi']"
có một số buổi không đi dạy .,0,0,train,"['đi', 'dạy']"
thầy nhiệt tình và dạy dễ hiểu .,0,2,train,"['thầy', 'nhiệt_tình', 'dạy']"
"có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .",3,2,train,"['kiến_thức', 'nền_tảng', 'sinh_viên', 'học', 'bất_kỳ_công_nghệ_cụ_thể', 'dễ_dàng', 'tiếp_thu', 'công_nghệ', 'nhanh_chóng']"
"cấu trúc đề cương của thầy chưa rõ ràng , lý thuyết chưa được trình bày rõ trong các buổi học .",1,0,train,"['cấu_trúc', 'đề_cương', 'thầy', 'rõ_ràng', 'lý_thuyết', 'trình_bày', 'học']"
tài liệu hỗ trợ toàn tiếng anh rất khó học .,1,0,train,"['tài_liệu', 'toàn', 'tiếng', 'học']"
chưa nhận được gì từ môn học này .,3,0,train,['môn_học']
"giảng viên không hề giảng dạy , chỉ đưa đề cương rồi thôi .",0,0,train,"['giảng_viên', 'hề', 'giảng_dạy', 'đề_cương']"
bài tập mỗi tuần đều có và đầy đủ .,1,2,train,"['bài_tập', 'tuần', 'đầy_đủ']"
em xin cảm ơn .,3,2,train,[]
thầy cần phải cho sinh viên biết được học môn này có tác dụng gì và làm được gì khi học xong .,0,0,train,"['thầy', 'sinh_viên', 'học', 'môn', 'tác_dụng', 'học', 'xong']"
đề nghị tăng thời gian thưc hành .,1,0,train,"['đề_nghị', 'thưc', 'hành']"
không được làm những chuyện riêng trong lúc dạy thực hành .,0,0,train,"['dạy', 'thực_hành']"
hỗ trợ thêm giáo trình không phải slide cho sinh viên .,2,0,train,"['giáo_trình', 'slide', 'sinh_viên']"
cô wzjwz259 rất vui và nhiệt tình .,0,2,train,"['wzjwz259', 'vui', 'nhiệt_tình']"
"giáo viện nhiệt tình , tận tâm .",0,2,train,"['giáo', 'viện', 'nhiệt_tình', 'tận_tâm']"
"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",1,2,train,"['kiến_thức', 'giảng_viên', 'trình_bày', 'rõ_ràng', 'sinh_viên']"
cần thêm nhiều kit để thực hành .,2,0,train,"['kit', 'thực_hành']"
dạy khó hiểu quá nhanh .,0,0,train,['dạy']
"luôn gần gũi , tham khảo ý kiến sinh viên và thống nhất cũng sinh viên .",0,2,train,"['gần_gũi', 'tham_khảo', 'ý_kiến', 'sinh_viên', 'thống_nhất', 'sinh_viên']"
sắp xếp lịch học bù chưa hợp lý .,1,0,train,"['sắp_xếp', 'lịch', 'học', 'bù', 'hợp_lý']"
"nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",1,0,train,"['nhà_trường', 'môn_học', 'thời', 'khóa', 'biểu', 'bắt_buộc', 'học_kỳ', '1', 'sinh_viên', 'giúp', 'nắm', 'học', 'chuyển_đổi', 'ngành']"
thời gian thực hành cần nhiều hơn .,1,0,train,['thực_hành']
giảng viên rất nhiệt tình trong giảng dạy .,0,2,train,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy']"
slide chuẩn bị chưa tốt .,1,0,train,['slide']
thầy hay đòi hỏi sinh viên những điều hơi quá cao .,0,0,train,"['thầy', 'đòi_hỏi', 'sinh_viên', 'hơi']"
cô giảng hướng dẫn nhiệt tình .,0,2,train,"['giảng', 'hướng_dẫn_nhiệt_tình']"
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",3,0,train,"['khắn', 'khổ', 'giấy', 'mô_hình', 'phức_tạp']"
giảng quá nhiều không đánh vào trọng tâm .,0,0,train,"['giảng', 'đánh', 'trọng_tâm']"
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",0,0,train,"['mong', 'thầy', 'sinh_viên', 'công_bằng', 'sinh_viên', 'cúp', 'tiết', 'giảng_dạy', 'truyền_đạt', 'giảng_viên', 'ví_dụ', 'wzjwz324', 'tận_tâm']"
cô có nhiều hình thức giảng dạy hay .,0,2,train,"['hình_thức', 'giảng_dạy']"
hơi khó .,0,0,train,['hơi']
thầy đi trễ .,0,0,train,"['thầy', 'đi', 'trễ']"
giảng tốt .,0,2,train,['giảng']
nói mở rộng nhiều vấn đề về môn học .,0,2,train,"['mở_rộng', 'môn_học']"
cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,1,0,train,"['tăng_cường', 'nội_dung', 'sinh_viên', 'giao_tiếp', 'tiếng']"
giảng viên tạo điều kiện làm nhiều bài tập .,0,0,train,"['giảng_viên', 'bài_tập']"
hỗ trợ thêm về các thiết bị dạy và học .,2,0,train,"['thiết_bị', 'dạy', 'học']"
ít giải bài tập trên lớp .,0,0,train,"['giải', 'bài_tập', 'lớp']"
chia sẻ .,1,1,train,[]
bám sát nội dung chính .,1,2,train,"['bám', 'sát', 'nội_dung']"
cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,1,0,train,"['đoạn', 'code', 'giải_thuật', 'bổ_sung', 'phương_pháp', 'giải_quyết', 'bài_toán', 'liệt_kê']"
thông tin đầy đủ về bài tập và các nguồn tham khảo .,1,2,train,"['thông_tin', 'đầy_đủ', 'bài_tập', 'tham_khảo']"
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",0,2,train,"['tận_tâm', 'nhiệt_tình', 'phương_pháp', 'dạy']"
"thầy giảng rất dễ hiểu và thú vị , thu hút .",0,2,train,"['thầy', 'giảng', 'thú_vị', 'thu_hút']"
hướng dẫn chi tiết về cách thực hành .,0,2,train,"['hướng_dẫn', 'chi_tiết', 'thực_hành']"
"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",0,0,train,"['giảng_viên', 'đồ_án', 'giải_đáp', 'đồ_án', 'cung_cấp', 'tài_liệu', 'hướng_dẫn', 'cơ_bản', 'sinh_viên', 'hệ', 'tài_năng', 'xoay', 'sở']"
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",0,0,train,"['môn_học', 'toàn', 'kiến_thức', 'mới_mẻ', 'giảng_viên', 'giảng', 'chi_tiết']"
"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",1,0,train,"['kỳ', 'sinh_viên', 'mắc', 'sai_sót', 'rớt', 'môn']"
"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",1,0,train,"['dạy', 'nội_dung', 'học', 'thực_hành', 'thực_hành', 'môn', 'mạng', 'máy_tính', 'hiệu_quả']"
"thầy dạy hay , tận tình góp ý từng bài .",0,2,train,"['thầy', 'dạy', 'tận_tình', 'góp_ý']"
"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",2,0,train,"['cơ_sở', 'vật_chất', 'máy', 'phích', 'cắm', 'dụng_cụ', 'thực_hành', 'số_lượng', 'sinh_viên', 'máy', 'tiềm_ẩn', 'virus']"
"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",1,0,train,"['lớp', 'lý_thuyết_giảng_viên', 'sinh_viên', 'đồ_án', 'hướng_dẫn', 'sinh_viên', 'bổ_sung', 'liên_hệ', 'thực_tiễn', 'sai', 'đồ_án']"
thầy giảng bài hay và hiệu quả !,0,2,train,"['thầy', 'giảng', 'hiệu_quả']"
giảng viên nhiệt tình vui vẻ .,0,2,train,"['giảng_viên', 'nhiệt_tình', 'vui_vẻ']"
phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .,2,0,train,"['phòng', 'học', 'rèm', 'che', 'chiếu', 'slide']"
"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",0,0,train,"['chương_trình', 'dạy', 'lý_thuyết', 'thực_hành', 'khớp', 'thực_hành', 'học', 'lý_thuyết']"
"thầy giảng dạy nhiệt tình , dễ hiểu .",0,2,train,"['thầy', 'giảng_dạy', 'nhiệt_tình']"
mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,0,0,train,"['mong', 'giảng_viên', 'chấn_chỉnh', 'dạy_học', 'khoá']"
"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",0,2,train,"['thầy', 'dạy', 'tâm', 'giảng', 'sinh_viên']"
"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",1,0,train,"['nội_dung', 'khảo', 'sat', 'mục_lặp_đi', 'lặp', 'khảo_sát', 'đọc', 'toàn', 'tích', 'chàn']"
dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,0,2,train,"['dạy', 'nhiệt_tình', 'dạy', 'hoc', 'sinh']"
"nhiệt tình , tân tâm .",0,2,train,"['nhiệt_tình', 'tân_tâm']"
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",0,2,train,"['học', 'kiến_thức', 'thầy', 'dạy', 'bám', 'sát', 'thầy', 'dạy', 'nhiệt_tình', 'vui_vẻ']"
bài tập rất hay .,1,2,train,['bài_tập']
thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,0,0,train,"['thầy', 'dạng', 'bài_tập', 'sát', 'đề', 'thi']"
"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",0,2,train,"['thầy', 'giảng', 'tự_tin', 'to', 'học_sinh', 'rõ_ràng']"
"mong thầy vui tính , gần gũi với sinh viên hơn .",0,2,train,"['mong', 'thầy', 'vui_tính', 'gần_gũi', 'sinh_viên']"
"giáo viên vui tính , hòa đồng , nhiệt tình .",0,2,train,"['giáo_viên', 'vui_tính', 'hòa', 'đồng', 'nhiệt_tình']"
cung cấp kiến thức trọng tâm .,1,2,train,"['cung_cấp', 'kiến_thức', 'trọng_tâm']"
cố gắng truyền đạt một cách tốt nhất để sinh viên được hiểu .,0,2,train,"['cố_gắng', 'truyền_đạt', 'sinh_viên']"
giọng của giảng viên nhỏ dù đã sử dụng micro .,0,0,train,"['giọng', 'giảng_viên', 'micro']"
"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",1,1,train,"['phương_pháp', 'học_tập', 'hiệu_quả', 'chút', 'nghi_ngờ', 'thuyết_trình', 'liệu', 'kiến_thức', 'chuẩn_xác', 'cập_nhật']"
